risk_score,event_count,total_usage,flagged_status,user_bin_score,days_since_activity,account_type,months_since_update,membership_flag,loyalty_tier,satisfaction_score,reported_fraud_flag,account_balance,num_transactions,high_risk_flag,account_age_years,stability_rank,rule_alert_flag,violation_count,device_consistency_flag,education_level,gender_flag,employment_status,recent_alerts,weeks_since_account_open
6,0,5,0,999,0,3,7,1,1,9,0,996147,995,0,6,2,0,0,1,1,1,1,0,0
87,0,4,0,999,2,3,6,1,1,9,0,996147,995,1,6,1,0,0,1,1,2,2,0,0
24,0,40,3,999,4,3,1,1,1,9,1,52428,995,1,5,2,0,0,1,1,1,1,0,0
36,0,4,0,999,2,1,2,1,1,9,0,52428,1,2,1,2,0,0,2,1,1,2,0,52
52,0,31,3,999,2,3,3,1,1,9,1,996147,995,1,6,1,0,0,2,1,1,2,0,0
24,0,4,0,999,2,3,3,2,1,9,0,52428,995,1,1,1,0,0,1,3,1,1,0,0
6,0,4,0,999,0,3,6,1,1,9,0,996147,995,0,6,2,0,0,2,1,2,2,0,0
20,0,48,0,295,5,3,2,1,1,9,0,52428,995,1,1,1,0,0,1,1,2,1,0,0
5,0,457,0,999,0,3,8,1,1,9,0,996147,995,0,6,2,0,0,2,1,2,1,0,0
41,0,4,0,999,1,1,3,2,1,9,0,52428,128,2,5,2,0,0,1,3,1,1,0,20
45,0,4,0,999,2,3,11,2,1,9,0,52428,995,1,6,2,0,0,1,1,2,1,0,0
21,0,20,0,999,5,3,8,1,1,9,0,52428,995,1,6,2,0,0,1,1,2,1,0,0
31,0,4,0,999,3,3,8,2,1,9,0,52428,995,1,1,2,0,0,1,1,2,1,2,0
11,0,10,0,999,1,3,5,1,1,9,0,996147,995,0,6,9,0,0,2,1,2,1,0,0
40,0,4,0,999,6,1,6,1,1,9,0,52428,11,2,2,1,0,0,2,1,1,1,0,52
45,0,17,0,999,5,1,1,1,1,9,0,52428,114,2,1,2,0,0,2,1,1,1,0,52
32,0,4,0,999,1,1,7,1,1,9,0,52428,1,2,1,2,0,0,2,1,1,2,0,17
3,0,462,0,999,0,3,7,2,1,9,1,996147,995,0,6,2,0,0,0,1,2,1,0,0
1,0,39,0,999,1,3,7,1,1,9,0,996147,995,0,6,9,0,0,2,1,1,1,0,0
87,0,4,0,87,99,3,3,1,1,2,0,52428,995,1,1,3,0,0,2,1,2,2,0,0
51,0,20,0,159,5,3,4,1,1,9,0,52428,995,1,5,2,0,0,1,1,2,1,0,0
63,0,5,0,999,1,3,7,1,1,9,0,996147,995,0,6,3,0,0,2,1,2,1,0,0
39,0,48,0,999,6,1,2,1,1,9,0,52428,124,2,1,2,0,0,2,1,1,2,0,52
26,0,35,0,999,2,1,2,1,1,9,0,52428,1,2,6,2,0,0,2,1,1,1,0,52
22,0,4,0,999,2,1,6,1,1,9,0,52428,119,2,1,1,0,0,2,1,1,1,0,52
38,0,36,2,999,1,1,4,1,1,9,1,786432,1,2,6,3,0,0,2,1,1,1,0,40
19,0,20,0,999,2,3,2,1,1,9,0,52428,995,1,5,3,0,0,1,1,2,2,0,0
4,0,17,0,999,2,3,10,1,1,9,0,996147,995,0,6,2,0,0,2,1,1,1,0,0
51,0,40,0,999,6,1,2,1,1,9,1,52428,131,2,6,2,0,0,1,1,1,1,0,36
36,0,17,0,999,2,2,3,1,1,9,0,52428,11,2,1,1,0,0,1,1,1,1,0,43
51,0,4,0,999,2,1,4,1,1,9,1,52428,1,2,2,1,0,0,2,1,1,2,0,52
11,0,4,0,999,1,3,4,2,1,9,1,996147,995,0,6,2,0,0,1,3,1,1,0,0
5,0,4,0,999,0,3,5,1,1,9,1,996147,995,0,6,9,0,0,2,1,2,2,0,0
23,0,48,0,999,11,1,4,1,1,9,0,52428,11,2,1,2,0,0,2,1,1,2,0,16
20,0,210,0,295,0,3,5,1,1,9,0,996147,995,0,6,9,0,0,1,1,1,1,0,42
35,0,40,0,999,2,1,2,1,1,9,0,52428,1,2,5,3,0,0,2,1,2,1,0,52
53,0,200,0,999,4,3,3,1,1,9,0,52428,995,1,6,9,0,0,2,2,2,2,0,0
26,0,48,0,999,5,3,7,1,1,9,1,52428,995,1,1,2,0,0,2,1,2,2,0,12
25,0,42,0,999,6,3,2,1,1,9,1,996147,995,1,2,3,0,0,2,1,2,1,0,0
22,0,200,0,999,2,1,5,1,1,9,1,52428,1,2,1,2,0,0,2,1,2,2,0,52
40,0,4,0,999,2,3,4,2,1,9,1,52428,995,1,1,1,0,0,1,3,2,1,0,0
42,0,4,2,999,2,1,7,1,1,9,0,52428,1,2,6,3,0,0,1,1,1,1,0,43
10,0,200,0,999,0,3,3,1,1,9,0,996147,118,0,6,3,0,0,2,1,2,1,0,0
2,0,35,0,999,1,3,8,1,1,9,0,996147,995,0,6,9,0,0,2,2,1,1,0,0
26,0,4,0,999,2,1,4,1,1,9,0,52428,11,2,1,2,0,0,0,5,1,1,0,29
27,0,48,0,999,2,1,10,2,1,9,0,52428,11,2,1,2,0,0,1,3,1,1,0,51
74,0,4,0,999,1,1,6,1,1,9,0,52428,131,2,6,1,0,0,2,1,1,2,0,52
34,0,4,0,999,3,3,5,1,1,9,0,52428,995,1,1,1,0,0,1,1,2,1,0,0
17,0,4,0,999,2,3,9,1,1,9,0,52428,995,1,6,3,0,0,2,2,2,2,0,0
78,0,4,0,999,0,3,8,1,1,9,0,996147,995,1,6,2,0,0,2,1,1,1,0,0
26,0,4,2,999,2,1,3,1,1,9,0,52428,1,2,1,2,0,0,2,1,1,2,0,52
11,0,40,0,999,2,3,5,1,1,9,0,996147,995,0,6,9,0,0,1,1,2,1,0,0
9,0,4,2,999,0,3,7,2,1,9,0,996147,995,0,6,9,0,0,1,1,1,1,0,0
39,0,4,2,999,6,3,3,1,1,9,0,52428,995,1,6,1,0,0,1,1,2,2,0,0
1,0,4,0,999,0,3,10,2,1,9,0,996147,995,0,6,2,0,0,1,1,1,1,0,0
0,0,200,0,999,0,3,7,2,1,9,0,996147,995,0,6,9,0,0,1,3,1,1,0,0
46,0,200,0,159,10,3,2,1,1,9,0,52428,995,1,6,9,0,1,2,1,2,2,0,0
14,0,21,0,999,0,3,2,1,1,9,0,52428,91,1,1,2,0,0,2,1,2,1,0,0
32,0,4,0,999,10,3,4,1,1,9,0,52428,995,1,1,2,0,0,1,1,1,1,0,0
21,0,4,0,999,4,3,3,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,1,0,0
44,0,54,0,999,1,1,5,2,1,9,0,52428,5,2,1,2,0,0,2,1,1,1,0,52
4,0,48,0,999,1,3,6,1,1,9,0,996147,995,0,6,2,0,0,2,1,1,2,0,0
22,0,4,0,87,4,1,3,1,1,9,0,52428,108,2,1,3,0,0,2,1,1,2,0,52
31,0,4,0,999,7,1,3,1,1,9,0,52428,995,2,1,3,0,0,0,1,1,1,0,52
7,0,48,0,999,2,3,8,2,1,9,1,996147,118,0,6,9,0,0,1,1,1,1,0,0
27,0,20,0,999,2,2,5,1,1,9,0,52428,11,2,6,1,0,0,1,1,1,1,0,30
5,0,200,0,999,0,3,3,1,1,9,0,996147,995,0,6,3,0,0,2,1,1,1,0,0
70,0,4,0,999,11,3,4,1,1,9,0,52428,995,1,6,3,0,0,0,1,2,2,0,0
17,0,4,0,999,6,3,4,1,1,9,1,52428,995,1,1,3,0,0,1,1,2,1,0,0
3,0,200,0,999,0,3,4,1,1,9,0,996147,995,0,6,1,0,0,1,1,1,2,0,0
42,0,4,0,999,2,3,2,1,1,9,0,996147,995,1,1,2,0,0,2,1,2,1,0,0
24,0,4,0,999,5,1,1,1,1,9,0,52428,11,2,1,2,0,0,2,1,1,2,0,48
63,0,462,0,999,0,3,8,2,1,9,0,996147,995,0,6,2,0,0,1,3,1,1,0,0
3,0,6,0,999,0,3,6,1,1,9,0,996147,995,0,6,2,0,0,1,1,2,1,0,0
32,0,48,0,999,4,1,1,1,1,9,0,52428,1,2,1,2,0,0,1,3,1,1,0,32
58,0,29,0,999,3,1,7,1,1,9,0,52428,118,2,6,1,0,0,2,1,2,1,0,52
26,0,4,0,999,6,1,3,1,1,9,0,52428,1,2,6,2,0,0,1,1,1,1,0,52
63,0,4,0,999,2,3,5,1,1,9,0,996147,995,0,6,9,0,0,2,1,1,1,0,0
22,0,4,0,999,0,2,7,2,1,9,0,52428,90,2,6,1,0,0,1,1,1,1,0,10
9,0,4,2,999,1,3,3,1,1,9,0,996147,995,0,6,9,0,0,2,1,1,1,0,0
0,0,48,0,999,2,1,14,1,1,9,0,52428,1,2,1,2,0,0,2,1,1,2,0,0
74,0,4,0,999,1,3,6,1,1,9,0,52428,995,1,6,3,0,0,2,1,2,1,0,0
48,0,4,0,999,0,1,6,1,1,9,1,52428,26,2,1,3,0,0,2,2,2,2,0,43
43,0,200,0,999,4,3,2,2,1,9,0,52428,995,1,1,3,0,0,1,3,1,1,0,0
0,0,48,0,999,0,3,5,2,1,9,0,996147,995,0,6,2,0,0,2,1,2,1,0,0
10,0,200,2,999,1,3,4,1,1,9,0,52428,995,0,6,2,0,0,1,1,2,1,0,0
45,0,4,0,999,1,1,6,2,1,9,1,52428,1,2,1,9,0,0,1,1,1,1,0,52
6,0,4,0,999,0,3,4,1,1,9,0,996147,995,0,6,2,0,0,1,3,2,1,0,0
47,0,25,0,999,6,1,1,1,1,9,0,52428,118,2,1,2,0,0,1,1,1,1,0,52
82,0,40,0,999,1,1,9,1,1,9,0,52428,39,2,1,2,0,0,1,3,1,1,0,40
0,0,200,0,999,1,1,2,1,1,9,0,52428,1,2,6,1,0,0,1,3,1,1,0,10
30,26,46,0,999,2,3,3,1,1,9,0,52428,995,2,4,2,0,0,1,1,2,1,0,32
20,0,5,0,999,6,3,5,2,1,9,0,52428,995,1,5,3,0,0,2,1,1,1,0,0
6,0,4,0,999,2,3,3,1,1,9,0,996147,995,0,6,2,0,0,2,1,2,2,0,0
28,0,6,0,999,6,1,3,1,1,9,0,52428,118,2,6,1,0,0,1,1,1,1,0,52
21,0,19,0,999,2,3,7,1,1,9,0,996147,995,1,1,3,0,0,2,1,2,2,0,0
49,0,17,3,999,7,1,2,1,1,9,1,52428,1,2,1,3,0,0,1,1,1,1,0,52
3,0,4,0,999,0,3,5,1,1,9,0,996147,995,0,6,2,0,0,2,1,2,1,0,0
58,0,40,0,999,2,3,5,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,1,0,0
28,0,40,0,999,2,3,6,1,1,9,0,52428,995,1,1,3,0,0,2,1,2,1,0,0
16,0,29,0,999,6,3,3,1,1,9,0,52428,995,1,1,2,0,0,1,1,2,2,0,0
50,0,21,0,999,2,1,1,1,1,9,0,52428,124,2,6,2,0,0,2,1,1,2,0,52
29,0,4,0,999,7,1,4,1,1,9,0,52428,118,2,1,1,0,0,1,1,1,1,0,52
5,0,40,0,999,0,3,3,1,1,9,0,996147,995,0,6,9,0,0,2,1,1,1,0,0
23,0,4,0,999,7,1,1,2,1,9,0,52428,75,2,1,1,0,0,1,1,1,1,0,44
5,30,4,0,999,0,3,6,1,1,9,0,996147,995,0,6,1,0,0,1,1,2,1,0,0
22,0,4,0,999,2,1,2,1,1,9,0,52428,42,2,1,9,0,0,2,1,2,2,0,52
15,0,29,0,999,2,3,2,2,1,9,0,52428,995,1,1,2,0,0,1,1,1,1,0,0
0,0,31,0,999,1,3,19,2,1,9,0,996147,995,0,6,3,0,0,2,1,2,1,0,0
27,0,26,0,999,1,3,4,1,1,9,0,52428,995,1,1,1,0,0,1,1,1,2,0,0
53,0,4,0,999,2,3,3,1,1,9,0,996147,995,0,6,2,0,0,2,1,1,1,0,0
48,0,4,0,113,2,2,3,1,1,9,0,52428,53,2,1,1,0,0,1,1,2,2,0,52
29,0,6,0,999,2,1,1,1,1,9,1,52428,11,2,6,2,0,0,2,1,1,1,0,52
20,0,4,0,999,2,3,3,1,1,9,1,52428,995,1,1,2,0,0,2,1,2,2,0,0
55,0,29,0,999,2,1,1,1,1,9,0,52428,131,2,6,3,0,0,2,1,1,1,0,40
48,0,6,0,999,1,1,5,1,1,2,0,52428,42,2,1,2,0,0,1,1,2,1,0,52
43,0,35,0,999,11,1,4,1,1,9,0,52428,1,2,6,2,0,0,1,1,1,2,0,52
0,0,4,0,295,2,3,9,2,1,9,0,996147,130,0,6,2,0,0,2,1,1,1,0,0
31,0,200,0,999,3,1,6,1,1,9,0,52428,21,2,1,1,0,0,2,1,2,1,0,43
11,0,4,0,999,1,3,4,1,1,9,1,52428,995,0,6,9,0,0,2,1,1,1,0,0
15,0,18,0,999,2,3,8,2,1,9,0,52428,995,1,1,2,0,0,1,3,2,1,0,0
43,20,200,0,999,6,3,7,2,1,9,0,52428,995,1,1,1,0,0,1,1,1,1,0,0
0,0,4,0,999,0,3,5,2,1,9,1,996147,995,0,6,9,0,0,1,1,2,1,0,0
1,0,6,0,999,2,3,8,1,1,9,0,996147,995,0,6,2,0,0,2,1,1,1,0,0
33,0,4,0,999,8,1,7,1,1,9,0,52428,1,2,1,2,0,3,1,1,1,2,0,9
41,0,4,0,999,2,3,4,1,1,9,0,996147,995,1,5,3,0,0,2,1,2,2,0,0
12,0,4,0,999,0,3,6,1,1,9,0,996147,995,0,6,2,11,0,1,1,1,1,0,0
48,0,4,0,999,1,3,2,1,1,9,0,52428,995,1,1,3,0,0,2,1,2,1,0,0
53,0,4,0,999,1,3,4,1,1,9,0,996147,995,0,6,2,0,0,2,1,1,2,0,0
56,0,4,0,999,3,1,4,1,1,9,0,52428,118,2,6,2,0,0,2,1,1,1,0,52
86,0,39,0,999,2,3,2,1,1,9,0,52428,995,1,6,1,0,0,1,1,2,1,0,0
12,0,4,0,999,1,3,5,1,1,9,0,996147,995,0,6,9,0,0,2,2,2,2,0,0
20,0,4,0,999,3,3,3,1,1,3,0,52428,995,1,5,2,0,0,1,1,2,1,0,0
6,0,48,0,159,0,3,3,1,1,9,0,996147,995,0,6,9,0,0,2,2,1,2,0,0
11,0,4,0,999,0,3,5,1,1,9,0,996147,995,0,6,9,0,0,2,1,1,1,0,0
31,0,21,0,999,11,3,2,1,1,9,0,52428,995,1,1,1,0,0,1,1,1,2,0,0
23,0,4,0,999,4,1,10,1,1,9,0,52428,1,2,1,2,0,0,2,1,1,2,0,43
26,0,48,0,999,0,1,3,1,1,9,0,52428,5,2,1,3,0,0,2,1,2,2,0,52
7,0,4,0,999,1,3,7,1,1,9,0,996147,995,0,6,9,0,0,2,1,1,2,0,0
6,0,4,0,999,0,3,10,1,1,9,0,996147,995,0,6,2,0,3,1,1,1,1,0,0
31,0,4,0,999,1,3,7,2,1,9,0,52428,995,1,6,9,0,0,2,1,2,1,0,0
80,0,4,0,999,2,3,8,2,1,9,1,52428,995,1,1,3,0,0,1,1,2,1,0,0
0,0,4,0,999,0,3,5,1,1,9,0,996147,995,0,6,3,0,0,2,1,2,1,0,35
42,0,35,0,999,1,1,3,1,1,9,0,52428,118,2,6,2,0,0,2,1,1,2,0,0
51,0,4,0,999,6,1,2,1,1,9,0,52428,102,2,1,2,0,0,2,1,1,2,0,52
34,0,4,0,999,1,3,5,1,1,9,0,52428,995,1,6,1,0,0,1,1,2,2,0,0
5,0,18,0,999,99,3,9,2,1,9,0,996147,995,0,6,2,0,0,2,1,2,1,0,0
10,0,4,0,999,0,3,10,2,1,9,1,52428,995,0,6,9,0,0,1,1,2,1,0,0
24,0,4,0,999,1,1,1,1,1,9,0,52428,102,2,1,2,0,0,1,1,2,2,0,32
27,0,4,0,999,2,1,2,2,1,9,0,52428,11,2,5,2,0,0,2,1,1,1,0,52
10,0,4,0,999,0,3,9,1,1,9,0,996147,995,0,6,1,0,0,1,1,1,2,0,0
38,0,4,0,999,0,3,5,1,1,9,0,996147,995,0,6,3,0,0,2,1,1,1,0,19
9,0,35,0,999,1,3,3,1,1,9,0,996147,995,0,6,2,0,0,2,1,1,2,0,0
2,26,5,0,999,1,3,5,1,1,9,0,996147,995,0,6,1,0,0,1,1,1,2,0,35
37,0,6,0,999,6,1,1,1,1,9,0,52428,11,2,5,2,0,0,1,1,1,2,0,40
25,0,4,0,999,0,3,3,1,1,9,0,52428,995,1,6,2,0,0,1,1,2,1,0,0
68,0,48,0,999,2,1,5,1,1,9,1,52428,99,2,1,2,0,0,2,1,1,1,0,52
16,0,150,3,999,2,3,5,1,1,9,1,52428,995,1,6,2,0,0,1,1,1,1,0,0
35,0,6,0,999,2,3,4,1,1,9,0,52428,118,1,1,2,0,0,1,1,2,1,0,0
6,0,48,0,999,0,3,5,2,1,9,0,996147,995,0,6,2,0,0,1,1,2,1,0,0
22,0,4,0,999,2,2,3,1,1,9,0,52428,90,2,6,1,0,0,1,1,1,1,0,52
17,0,4,0,999,2,2,7,2,1,9,0,52428,5,1,2,2,0,0,1,3,2,1,0,0
26,0,29,0,999,2,1,3,1,1,9,0,52428,995,2,1,2,0,0,1,1,1,1,0,21
47,0,48,0,159,2,3,4,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,1,0,0
43,0,200,0,999,6,3,1,1,1,9,1,52428,995,1,5,2,0,0,1,1,2,2,0,0
60,0,48,0,999,2,3,3,1,1,9,0,52428,995,1,1,1,0,0,1,1,1,2,0,0
5,0,20,0,999,9,3,13,1,1,9,0,996147,995,0,6,2,0,0,1,1,2,2,0,0
81,0,4,0,999,0,3,3,1,1,9,0,996147,995,0,6,4,0,0,2,1,1,1,0,0
1,0,49,0,999,1,3,10,2,1,9,0,996147,995,0,6,2,0,0,1,1,1,1,0,0
6,0,200,0,999,0,3,3,1,1,9,0,996147,995,0,6,1,0,0,1,1,2,1,0,0
25,0,4,0,999,1,3,3,1,1,9,0,52428,995,1,5,3,0,0,2,1,2,1,0,0
14,0,4,0,999,0,3,5,2,1,9,0,52428,995,1,1,2,0,0,1,3,2,1,0,0
71,0,29,0,87,3,1,2,1,1,9,0,52428,5,2,6,3,0,0,2,2,1,1,0,52
40,0,4,0,999,0,3,3,1,1,9,0,52428,995,1,6,1,0,0,2,1,2,1,0,0
7,0,4,0,999,3,3,2,2,1,9,0,52428,995,1,1,2,0,0,1,3,2,1,0,0
49,0,4,0,999,6,3,2,1,1,9,0,52428,995,1,2,1,0,0,1,1,2,2,0,0
47,0,4,0,999,2,3,7,1,1,9,1,52428,995,1,1,9,0,0,2,1,2,1,0,0
80,0,200,0,999,2,3,5,1,1,9,1,52428,995,1,1,2,0,0,2,1,2,2,0,0
11,0,48,0,999,0,3,4,1,1,9,0,52428,995,0,6,9,0,0,2,1,2,1,0,0
28,0,4,0,999,2,3,3,1,1,9,0,52428,995,1,2,3,0,0,2,1,2,2,0,0
26,0,4,0,999,2,3,3,1,1,9,0,52428,995,1,1,2,0,0,1,1,2,2,0,12
40,0,4,0,999,6,1,1,1,1,9,0,52428,1,2,1,3,0,0,1,1,1,2,0,52
22,0,4,0,999,2,1,17,2,1,9,0,52428,11,2,1,1,0,0,1,3,1,1,0,52
47,0,35,0,999,7,1,4,2,1,9,0,52428,90,2,1,1,0,0,1,3,2,1,0,52
26,26,210,0,999,1,1,1,1,1,9,0,52428,42,2,1,2,0,0,2,1,1,1,0,52
17,0,4,0,999,2,3,7,1,1,9,0,52428,995,1,6,1,0,0,1,1,2,1,0,0
60,0,10,0,999,4,3,2,1,1,9,0,52428,995,1,1,3,0,0,1,1,2,2,0,0
40,0,6,0,149,2,1,4,1,1,9,0,52428,1,2,1,3,0,0,2,1,1,1,0,40
62,0,4,0,999,2,3,3,1,1,9,0,52428,995,1,6,2,0,0,2,1,1,2,0,49
31,0,6,0,999,1,1,2,1,1,9,1,52428,1,2,6,2,0,0,2,1,1,1,0,52
1,0,48,0,999,99,3,7,1,1,2,0,996147,995,0,6,9,0,0,1,1,1,1,0,35
15,0,4,0,999,1,3,2,1,1,9,1,52428,995,1,1,2,0,4,1,1,2,1,0,0
53,0,4,0,159,99,3,10,1,1,9,1,996147,995,0,6,2,0,0,2,1,2,1,0,0
34,0,4,2,999,3,3,4,1,1,9,0,52428,995,1,5,2,0,0,2,1,2,2,0,0
4,0,410,0,999,2,3,4,1,1,9,0,52428,995,1,1,2,0,0,1,1,1,1,0,0
4,0,200,3,999,2,3,7,1,1,9,1,996147,995,0,6,9,0,0,2,1,1,1,0,0
9,0,5,0,999,0,3,5,1,1,9,0,52428,995,0,6,9,0,0,2,1,1,1,0,0
38,0,4,0,999,2,1,1,1,1,9,0,52428,5,2,6,2,0,0,2,2,2,2,0,52
53,0,48,0,999,2,3,5,1,1,9,0,996147,995,0,6,2,0,0,1,1,2,1,0,0
40,0,4,0,999,6,1,6,2,1,9,0,52428,99,2,1,2,0,0,1,3,1,1,0,10
13,0,20,2,999,1,1,2,1,1,9,0,52428,995,2,1,2,0,1,2,1,1,1,0,52
24,0,4,0,999,2,3,6,1,1,9,0,996147,118,1,1,2,0,0,2,1,1,2,0,0
10,0,541,3,999,0,3,5,1,1,9,1,52428,995,0,6,2,0,0,2,1,1,1,0,0
53,0,54,2,999,0,1,5,1,1,9,1,52428,102,2,6,3,0,0,2,1,1,2,0,26
68,0,4,0,999,2,3,4,1,1,9,0,996147,128,1,1,2,0,0,2,2,2,1,0,0
15,0,35,0,999,6,3,5,2,1,9,0,52428,995,1,5,1,0,0,1,1,2,1,0,0
24,0,4,0,999,2,1,6,1,3,9,1,52428,995,2,1,2,0,0,1,2,1,2,0,26
41,0,17,0,999,2,1,7,1,1,9,0,52428,114,2,1,2,0,0,1,1,1,1,0,43
4,0,200,0,999,0,3,4,1,1,9,0,996147,995,0,6,2,0,0,2,1,2,1,0,0
30,0,4,0,999,6,1,3,1,1,9,0,52428,67,2,6,3,0,0,1,1,1,2,0,0
36,0,40,0,999,1,3,4,2,1,9,0,52428,995,1,6,2,0,0,1,3,2,1,0,0
55,0,21,0,999,3,1,12,1,1,9,0,52428,11,2,1,1,0,0,1,1,1,1,0,0
7,0,4,0,999,0,3,5,1,1,9,0,996147,995,0,6,3,0,0,2,1,2,1,0,0
5,0,4,0,999,0,3,19,2,1,9,0,996147,995,0,6,1,0,0,1,1,1,1,0,0
25,0,4,0,999,0,2,4,1,1,9,1,52428,72,2,6,3,0,0,2,1,1,1,0,52
27,0,18,0,999,4,3,1,1,1,9,0,52428,995,1,1,2,0,0,1,1,1,2,0,0
21,0,4,0,999,6,1,5,2,1,9,0,52428,79,2,1,9,0,0,1,1,1,1,0,9
58,0,4,0,999,2,3,3,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,2,0,0
5,0,48,0,999,1,3,6,2,1,9,1,52428,995,0,6,9,0,0,2,1,1,1,0,0
22,0,10,0,999,4,3,5,1,1,9,1,996147,995,1,1,1,0,0,1,1,2,1,0,0
56,0,210,0,999,2,3,4,1,1,9,0,52428,995,1,2,1,0,0,1,1,1,2,0,0
40,0,26,0,999,6,1,3,1,1,9,0,52428,90,2,1,1,0,0,1,1,1,2,0,10
0,0,4,0,999,0,3,9,2,1,9,0,996147,995,0,6,2,0,0,1,1,2,1,0,0
0,0,48,0,999,2,3,6,2,1,9,0,996147,995,0,6,9,0,0,1,1,1,1,0,0
53,0,4,0,999,2,3,4,1,1,2,0,52428,995,1,1,2,0,0,2,1,1,2,0,0
51,0,6,0,999,1,1,2,1,1,9,1,52428,35,2,1,2,0,0,2,1,1,2,0,52
70,0,25,0,999,0,3,1,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,1,0,12
81,0,4,0,1,1,3,5,1,1,9,0,996147,995,0,6,2,0,0,1,1,1,1,0,0
2,0,200,0,999,0,3,6,1,1,9,1,996147,995,0,6,2,0,4,2,1,2,1,0,0
5,0,4,0,999,0,3,6,1,1,9,0,996147,995,0,6,2,0,0,1,1,2,1,0,0
13,0,4,0,999,0,3,9,1,1,9,0,996147,995,0,6,2,0,0,2,1,2,1,0,0
26,0,4,0,1,6,1,14,1,1,9,0,52428,131,2,6,2,0,0,2,1,1,2,0,52
44,0,4,0,999,3,3,3,2,1,9,0,52428,995,1,6,2,0,0,1,3,2,1,2,12
16,0,30,0,999,2,3,4,1,1,9,0,52428,995,1,1,9,0,0,2,1,2,1,0,0
27,0,4,0,999,6,3,4,1,1,9,0,52428,995,1,1,3,0,0,2,1,2,1,0,0
10,16,4,0,999,0,3,3,1,1,9,0,996147,995,0,6,4,0,0,2,1,2,2,0,0
23,0,28,0,999,2,3,3,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,1,0,0
3,0,4,0,999,0,3,5,1,1,9,0,996147,995,0,6,9,0,0,1,1,1,1,0,0
1,0,29,3,999,0,3,5,1,1,9,0,996147,995,0,6,9,0,0,1,1,2,2,0,0
31,0,4,0,999,2,1,7,1,6,9,1,52428,18,2,5,2,0,0,1,1,1,1,0,52
20,0,4,0,999,0,3,5,1,1,9,0,52428,995,1,6,1,0,0,1,1,2,1,0,12
19,0,4,0,999,10,1,1,1,1,9,0,52428,125,2,6,2,0,0,1,1,1,2,0,35
2,0,410,2,999,0,3,5,1,1,9,1,996147,995,0,6,2,0,0,2,1,2,1,0,0
18,0,49,0,159,8,1,14,1,1,9,0,52428,118,2,1,2,0,3,2,1,1,2,0,31
33,0,4,0,999,2,3,7,1,1,9,0,52428,995,1,6,2,0,0,1,1,1,1,0,0
4,0,42,0,999,0,3,7,1,1,9,1,996147,995,0,6,2,0,0,1,1,2,2,0,0
9,0,35,0,999,1,3,10,2,1,9,0,996147,995,0,6,1,0,0,1,3,1,1,0,0
5,18,40,2,999,99,3,8,1,1,9,1,996147,995,0,6,1,0,0,1,1,2,1,0,0
3,0,4,0,999,1,3,4,1,1,9,0,996147,995,0,6,1,0,0,1,1,1,2,0,0
24,0,48,0,999,2,1,3,1,1,9,0,52428,118,2,1,9,0,0,1,1,1,1,0,0
13,0,4,0,999,0,3,4,1,1,9,1,996147,995,0,6,1,0,0,1,1,1,1,0,0
54,0,4,0,999,2,3,2,2,1,9,0,52428,995,1,6,2,0,0,2,1,1,1,0,0
9,0,200,0,999,0,3,10,1,1,9,0,996147,995,0,6,9,0,0,2,1,1,1,0,0
62,0,48,0,999,6,3,2,1,1,9,0,52428,995,1,1,3,0,3,2,1,2,2,0,0
25,0,200,0,999,6,3,6,1,1,9,1,52428,995,1,1,2,0,0,2,1,2,1,0,0
54,0,17,0,999,2,1,8,1,1,9,0,52428,75,2,1,2,0,0,2,1,1,2,0,52
20,0,35,0,999,2,1,4,1,1,9,0,52428,11,2,1,1,0,0,1,1,2,1,0,0
8,0,501,0,999,0,3,5,1,1,9,0,996147,995,0,6,9,0,0,1,1,1,1,0,0
41,0,19,0,999,7,1,2,1,1,9,0,52428,18,2,6,3,0,0,2,1,2,2,0,24
57,0,4,0,999,2,3,4,1,1,9,0,52428,995,1,6,2,0,0,2,1,2,1,0,0
68,0,4,3,999,1,1,6,1,1,9,0,52428,125,2,5,1,0,0,2,1,1,1,0,52
19,26,4,0,999,0,3,7,1,1,9,0,52428,995,1,6,1,0,0,2,1,2,2,0,0
17,0,48,0,999,7,3,1,1,1,9,1,52428,995,1,6,2,0,0,1,1,2,1,0,0
10,0,200,0,1,2,3,5,1,1,9,0,996147,995,0,6,9,0,0,2,1,2,1,0,0
42,0,10,0,999,2,3,11,2,1,9,0,52428,995,1,5,2,0,0,1,1,2,1,0,0
13,0,20,0,999,2,3,5,1,1,9,0,996147,995,0,6,9,0,0,1,1,1,2,0,0
2,0,4,0,999,1,3,6,1,1,9,0,52428,995,0,6,9,0,0,2,1,1,1,0,0
30,0,4,0,999,1,3,13,2,1,9,0,52428,995,1,6,9,0,0,1,1,1,1,0,0
17,0,17,0,999,1,1,2,1,1,9,0,52428,998,2,1,2,0,0,1,1,1,1,0,21
30,0,49,0,999,11,1,4,1,1,9,0,52428,1,2,1,2,0,0,1,1,1,2,0,17
11,0,4,0,1,2,3,8,1,1,9,0,996147,995,0,6,2,0,0,0,1,2,2,0,0
